Date,Ticker,Open Price,Close Price,High Price,Low Price,Volume Traded,Market Cap,PE Ratio,Dividend Yield,EPS,52 Week High,52 Week Low,Sector
01-07-2025,LMT,470.16,469.53,472.86,466.72,3904121,1.12E+11,17.32,2.44,27.11,614.09,341.19,Industrials
01-07-2025,LOW,243.13,247.14,250.39,241.23,4373396,1.56E+11,24.93,1.68,9.91,284.02,200.67,Consumer Discretionary
01-07-2025,MA,493.76,499.6,506.77,489.76,18561418,4.68E+11,38.23,0.51,13.07,631.58,391.97,Financials
01-07-2025,MDLZ,73.61,74.46,75.46,73.23,8610007,95590540541,18.64,2.24,3.99,90.2,66.53,Consumer Staples
01-07-2025,MDT,89.08,87.88,90.38,86.92,7635594,1.12E+11,16.38,3.12,5.37,116.39,72.91,Healthcare
01-07-2025,META,494.09,484.67,497.76,479.51,80319815,1.34E+12,23.52,0.42,20.61,648.75,416.26,Communication Services
01-07-2025,MMC,212.94,211.16,214.75,209.79,7578537,1.03E+11,24.61,1.74,8.58,238.65,190.04,Financials
01-07-2025,MRK,130.4,127.98,131.11,126.15,31385207,3.15E+11,14.94,2.93,8.57,164.1,109.19,Healthcare
01-07-2025,MS,103.55,103.42,104.76,102.81,3530173,1.71E+11,11.87,3.14,8.71,116.56,90.21,Financials
01-07-2025,MSFT,441.97,437,446.78,434.73,67374444,3.11E+12,27.63,0.64,15.82,492.27,341.09,Technology
01-07-2025,NEE,76.63,77.74,78.48,75.59,11443828,1.60E+11,23.68,2.67,3.28,86.97,64.35,Utilities
01-07-2025,NFLX,691.83,675.02,695.92,671.05,33427570,2.80E+11,37.85,0,17.83,887.13,491.39,Communication Services
01-07-2025,NKE,86.16,87.36,87.94,85.85,8298509,1.31E+11,29.73,1.02,2.94,110.11,79.94,Consumer Discretionary
01-07-2025,NOW,852.28,843.55,854.57,832.26,9509021,1.74E+11,93.57,0,9.02,1134.68,610.84,Technology
01-07-2025,NVDA,510.13,513.76,519.47,506.23,89848576,2.88E+12,42.3,0,12.15,673.51,403.2,Technology
01-07-2025,ORCL,154,151.21,155.17,150.22,23943321,4.31E+11,22.3,1.15,6.78,196.43,124.66,Technology
01-07-2025,PEP,178.54,175.56,179.71,173.35,32290604,2.29E+11,26.98,2.92,6.51,211.16,144.22,Consumer Staples
01-07-2025,PFE,28.51,28.55,28.67,28.1,3447973,1.52E+11,13.48,5.82,2.12,34.68,22.29,Healthcare
01-07-2025,PG,179.24,177.31,181.79,174.8,26077457,4.01E+11,21.29,2.23,8.33,199.33,116.55,Consumer Staples
01-07-2025,PLD,127.72,128.64,129.66,126.25,4463715,1.24E+11,32.76,3.14,3.93,143.93,117.83,Real Estate
01-07-2025,PM,106.15,106.03,107.39,105.29,12261540,1.59E+11,16.77,4.69,6.32,125.03,94.42,Consumer Staples
01-07-2025,PYPL,68.97,68.54,69.26,67.71,11245113,73435714286,16.86,0,4.07,77.84,55.66,Financials
01-07-2025,QCOM,216.33,212.12,218.71,210.27,23128286,2.22E+11,19.62,1.89,10.81,230.33,162.01,Technology
01-07-2025,REGN,1072.15,1048.27,1086.5,1038.25,14247379,1.10E+11,19.02,0,55.11,1233.26,741.76,Healthcare
01-07-2025,RTX,118.49,116.09,119.96,115.25,5208912,1.53E+11,18.07,2.18,6.42,148.24,98.28,Industrials
01-07-2025,SCHW,75.01,74.71,75.6,73.95,7139719,1.26E+11,17.91,1.26,4.17,100.48,51.75,Financials
01-07-2025,SO,85.04,85.37,86.42,83.87,14009418,88383058824,16.05,3.27,5.32,101.18,77.04,Utilities
01-07-2025,SPGI,446.73,440.78,450.29,435.5,14472782,1.39E+11,35.75,0.74,12.33,578.66,317.28,Financials
01-07-2025,SYK,384.63,376.82,385.49,372.57,8023437,1.37E+11,34.98,0.91,10.77,429.16,282.15,Healthcare
01-07-2025,T,20.34,20.2,20.62,20.04,11855948,1.30E+11,8.36,6.45,2.42,26.23,18.01,Communication Services
01-07-2025,TJX,121.51,122.2,123.24,119.72,2512008,1.37E+11,22,1.2,5.55,138.41,88,Consumer Discretionary
01-07-2025,TMO,564.65,562.51,570.98,559,31574167,2.13E+11,27.16,0.33,20.71,710.89,486.42,Healthcare
01-07-2025,TSLA,265.18,259.23,267.3,257.26,8215500,8.47E+11,54.75,0,4.73,333.17,236.2,Consumer Discretionary
01-07-2025,TXN,198.77,205.61,206.56,196.26,4960069,1.86E+11,22.9,2.21,8.98,262.3,134.52,Technology
01-07-2025,UBER,75.29,77.19,77.83,74.98,3628886,1.49E+11,24.67,0,3.13,84.19,68.29,Technology
01-07-2025,UNH,592.82,588.58,595.71,580.85,11466004,5.40E+11,25.67,1.13,22.93,652.27,521.8,Healthcare
01-07-2025,UNP,246.05,246.29,248.99,243.98,14403689,1.50E+11,22.31,2.02,11.04,282.86,186.47,Industrials
01-07-2025,UPS,160.85,157.8,161.94,157.26,4048419,1.27E+11,17.23,3,9.16,190.34,126.49,Industrials
01-07-2025,V,278.72,283.57,287.82,276.6,9170840,5.67E+11,27.57,0.71,10.29,362.54,184.49,Financials
01-07-2025,VRTX,486.9,478.9,492.98,472.08,8961672,1.25E+11,24.99,0,19.16,519.42,374.01,Healthcare
01-07-2025,VZ,43.19,42.81,43.56,42.46,12880257,1.66E+11,8.19,6.13,5.23,47.56,37.79,Communication Services
01-07-2025,WMT,72.94,73.32,74.37,72.39,18188935,5.74E+11,24.9,1.12,2.94,91.11,58.47,Consumer Staples
01-07-2025,XOM,126.64,127.28,127.58,126.08,32002155,4.99E+11,15.77,3.06,8.07,138.72,107.78,Energy
01-07-2025,ZTS,148.7,152.1,153.54,147.07,13386272,68952000000,28.47,0.73,5.34,188.62,103.76,Healthcare
02-07-2025,AAPL,187.6,183.06,188.28,182.01,51381325,2.86E+12,30.92,0.48,5.92,220.03,126.7,Technology
02-07-2025,ABBV,179.26,180.56,181.64,177.37,22655572,3.07E+11,15.17,3.14,11.9,223.57,153.63,Healthcare
02-07-2025,ABT,123.17,122.22,123.74,120.69,30653527,2.04E+11,23.99,1.79,5.09,145.96,110.5,Healthcare
02-07-2025,ADBE,608.66,590.57,617.39,588.66,17840456,2.56E+11,45.89,0,12.87,664.99,497.01,Technology
02-07-2025,ADP,247.51,248.28,250.11,244.48,10840343,1.02E+11,31.36,2.12,7.92,318.03,175.27,Financials
02-07-2025,AMD,171.64,169.76,172.55,169.37,27355064,2.57E+11,36.59,0,4.64,206.34,114.51,Technology
02-07-2025,AMGN,300.87,296.26,303.19,294.87,7127394,1.51E+11,12.82,2.76,23.11,339.84,195.65,Healthcare
02-07-2025,AMT,206.65,208.71,210.13,205.65,7237758,96719268293,32.19,2.25,6.48,251.15,149.53,Real Estate
02-07-2025,AMZN,176.73,176.38,177.64,175.07,47208538,1.81E+12,37.01,0,4.77,191.45,159,Consumer Discretionary
02-07-2025,AVGO,1711.21,1722.72,1746.64,1686.62,12259055,7.90E+11,29.91,1.68,57.6,2112.11,1533.49,Technology
02-07-2025,BAC,43.44,42.73,43.56,42.63,10002408,3.18E+11,16.11,2.13,2.65,51.59,35.83,Financials
02-07-2025,BKNG,3654.19,3627.33,3672.86,3615.04,6965062,1.31E+11,19.45,0,186.5,4558.19,3019.34,Consumer Discretionary
02-07-2025,BLK,867.24,853.91,876.96,849.54,14392711,1.32E+11,21.09,2.17,40.49,948.78,655.52,Financials
02-07-2025,BMY,56.94,56.6,57.35,56.46,13551544,1.08E+11,9.57,4.29,5.91,62.48,37.75,Healthcare
02-07-2025,BRK.B,424.24,419.87,429.45,414.39,9246779,8.69E+11,19.39,0,21.65,554.86,305.36,Financials
02-07-2025,C,65.48,66.8,67.1,65.13,9284875,1.28E+11,11.87,3.65,5.63,73.13,45.33,Financials
02-07-2025,CAT,372.76,367.89,377.35,366.97,10458319,1.91E+11,16.01,2.26,22.98,461.35,249.77,Industrials
02-07-2025,CB,250.71,250.73,253.03,247.01,2486285,97221836735,15.89,1.96,15.78,301.11,200.67,Financials
02-07-2025,COST,880.28,868.35,889.13,858.61,19509264,3.77E+11,41.62,0.48,20.86,1020.34,575.26,Consumer Staples
02-07-2025,CRM,278.53,277.09,281.67,274.12,23247319,2.62E+11,41.39,0,6.69,341.57,237.15,Technology
02-07-2025,CVX,163.48,167.22,168.67,162.26,13342234,2.98E+11,14.21,2.73,11.77,217.11,129.47,Energy
02-07-2025,DIS,117.53,117.04,118.16,115.9,13581119,2.02E+11,37.01,0,3.16,130.52,85.13,Communication Services
02-07-2025,DUK,109.69,109.82,110.77,109.15,13636806,81865818182,18.49,3.58,5.94,121.97,96.02,Utilities
02-07-2025,ELV,556.15,547.58,563.47,544.76,9613962,1.23E+11,17.2,1.11,31.84,676.03,370.14,Healthcare
02-07-2025,GE,173.78,171.01,175.34,168.63,4889287,1.81E+11,28.7,0.42,5.96,219.23,118.79,Industrials
02-07-2025,GILD,77.97,79.82,80.42,77.6,5547533,94786250000,15.71,3.8,5.08,88.52,71.08,Healthcare
02-07-2025,GOOGL,184.59,187.54,188.75,182.82,82512374,2.23E+12,22.93,0,8.18,209.27,164.41,Communication Services
02-07-2025,GS,473.61,464.31,475.52,462.18,12800862,1.56E+11,13.51,2.07,34.37,572.48,383.33,Financials
02-07-2025,HD,369.05,369.27,370.05,365.08,23588162,3.84E+11,26.95,2.45,13.7,483.66,273.16,Consumer Discretionary
02-07-2025,HON,218,218.93,221.72,216.11,4008964,1.48E+11,26.65,2.14,8.22,288.35,190.14,Industrials
02-07-2025,IBM,193.19,196.41,198.09,192.01,2146674,1.76E+11,18.78,3.54,10.46,258.37,144,Technology
02-07-2025,INTC,36.98,37.63,38.07,36.82,6673665,1.45E+11,17,1.59,2.21,49.73,34.51,Technology
02-07-2025,INTU,653.18,645.7,662.95,636.36,12665297,1.74E+11,55.98,0.64,11.53,746.16,520.71,Technology
02-07-2025,ISRG,458.86,460,465.27,452.95,14662719,1.55E+11,58.2,0,7.9,557.57,413.6,Healthcare
02-07-2025,JNJ,160.5,163.9,164.89,160.18,18716181,4.13E+11,17.66,2.93,9.28,179.63,129.68,Healthcare
02-07-2025,JPM,208.24,208.36,210.53,206.1,23240266,5.82E+11,13.39,2.16,15.56,257.24,170.28,Financials
02-07-2025,KO,67.1,67.31,68.3,66.52,14783208,2.94E+11,23.93,2.9,2.81,76.61,50.91,Consumer Staples
02-07-2025,LLY,962.56,960.34,966.14,958.03,15425084,8.59E+11,48.89,1.21,19.64,1074.15,661.33,Healthcare
02-07-2025,LMT,488.52,484.5,490.89,478.32,12387486,1.16E+11,15.21,2.56,31.85,550.06,350.62,Industrials
02-07-2025,LOW,248.51,252.83,255.51,245.56,7945694,1.60E+11,21.83,1.78,11.58,278.84,196.31,Consumer Discretionary
02-07-2025,MA,477.75,476.12,479.39,471.38,25155457,4.46E+11,38.87,0.52,12.25,605.39,417.05,Financials
02-07-2025,MDLZ,77.63,76.74,78.68,76.56,13007746,98517567568,22.97,2.39,3.34,86.76,66.95,Consumer Staples
02-07-2025,MDT,94.3,93.26,95.19,92.34,10149247,1.19E+11,14.56,2.93,6.41,104.57,63.75,Healthcare
02-07-2025,META,517.11,516.21,520.57,513.55,49999675,1.43E+12,22.21,0.37,23.24,610.75,359.95,Communication Services
02-07-2025,MMC,212.69,207.89,214.35,207.27,8872282,1.02E+11,20.41,1.95,10.19,259.84,136.79,Financials
02-07-2025,MRK,128.62,129.79,130.72,127.52,34301810,3.19E+11,16.56,2.66,7.84,141.48,102.07,Healthcare
02-07-2025,MS,100.22,99.87,101.57,98.81,7451068,1.65E+11,11.98,3.37,8.34,121.2,80.05,Financials
02-07-2025,MSFT,454.23,466.66,471.32,450.77,37103569,3.33E+12,28.88,0.75,16.16,531.28,314.4,Technology
02-07-2025,NEE,80.36,80.62,81.71,79.92,12260497,1.66E+11,23.74,3.03,3.4,102.77,74.11,Utilities
02-07-2025,NFLX,666.71,660.42,674.15,652.86,31357115,2.74E+11,43.72,0,15.11,878.91,453.51,Communication Services
02-07-2025,NKE,92.15,93.83,94.06,90.87,8949897,1.41E+11,32.14,1.02,2.92,114.76,80.78,Consumer Discretionary
02-07-2025,NOW,843.36,868.86,875.99,837.96,2452289,1.79E+11,81.16,0,10.71,1025.64,575.3,Technology
02-07-2025,NVDA,506.56,493.08,510.87,491.48,27250289,2.76E+12,48.61,0,10.14,599.88,337.3,Technology
02-07-2025,ORCL,144.88,149.73,151.44,143.35,26047107,4.26E+11,22.75,1.09,6.58,195.97,128.2,Technology
02-07-2025,PEP,170.66,171.93,172.99,168.39,27175266,2.24E+11,21.01,2.62,8.18,218.49,140.97,Consumer Staples
02-07-2025,PFE,32.84,33.05,33.28,32.37,12553831,1.76E+11,10.26,6.02,3.22,42.32,22.7,Healthcare
02-07-2025,PG,169.28,165.46,170.68,163.79,15930651,3.74E+11,25.77,2.2,6.42,207.9,133.86,Consumer Staples
02-07-2025,PLD,125.42,123.1,125.98,122.32,14194212,1.18E+11,35.99,2.93,3.42,163.29,103.25,Real Estate
02-07-2025,PM,112.17,111.06,112.49,110.3,3242555,1.67E+11,18.07,4.74,6.15,148.95,76.67,Consumer Staples
02-07-2025,PYPL,70.68,71.95,72.38,69.76,2584098,77089285714,19.44,0,3.7,86.14,54.21,Financials
02-07-2025,QCOM,209.23,206.76,210.46,206,30917753,2.16E+11,16.08,1.73,12.86,268.04,151.39,Technology
02-07-2025,REGN,1060.78,1041.04,1064.83,1038.1,14337927,1.09E+11,17.25,0,60.35,1183.79,905.03,Healthcare
02-07-2025,RTX,112.55,110.82,114.12,109.27,7705323,1.46E+11,19.7,2.29,5.63,125.49,78.56,Industrials
02-07-2025,SCHW,80.6,81.27,81.95,80.41,8082301,1.37E+11,20.64,1.3,3.94,104.71,59.26,Financials
02-07-2025,SO,84.74,83.71,85.63,83.37,12520083,86664470588,18.69,3.81,4.48,94.64,74.89,Utilities
02-07-2025,SPGI,454.85,463.6,469.53,452.63,8831090,1.46E+11,37.82,0.87,12.26,549.96,387.55,Financials
02-07-2025,SYK,359.63,368.3,372.08,358.83,9281474,1.34E+11,33.41,0.94,11.02,398.84,301.68,Healthcare
02-07-2025,T,19.53,19.32,19.78,19.06,11929242,1.24E+11,7,7.69,2.76,25.69,14.21,Communication Services
02-07-2025,TJX,115.47,115.95,116.55,114.61,13029501,1.30E+11,22.37,1.22,5.18,141.34,103.96,Consumer Discretionary
02-07-2025,TMO,582.28,568.73,586.48,561.57,10207512,2.16E+11,31.6,0.33,18,630.44,455.87,Healthcare
02-07-2025,TSLA,261.1,259.18,263.03,258.26,14205059,8.47E+11,58.99,0,4.39,306.58,182.81,Consumer Discretionary
02-07-2025,TXN,199.17,198.99,201.41,196.77,2313264,1.80E+11,25.17,2.35,7.91,257.72,135.84,Technology
02-07-2025,UBER,72.48,70.06,72.73,69.54,11139583,1.35E+11,30.93,0,2.27,76.77,56.31,Technology
02-07-2025,UNH,582.43,573.69,588.67,566.15,13587787,5.26E+11,21.48,1.27,26.71,745.43,477.75,Healthcare
02-07-2025,UNP,248.28,253.37,254.6,246.69,14281705,1.54E+11,19.39,1.92,13.07,326.3,205.72,Industrials
02-07-2025,UPS,159.6,162.62,163.62,157.67,4900716,1.31E+11,18.12,3.37,8.97,177.23,115.94,Industrials
02-07-2025,V,297.76,302.28,305.13,293.86,22516685,6.05E+11,29.16,0.74,10.37,340.09,236.48,Financials
02-07-2025,VRTX,493.41,503.91,511.46,488.02,3109450,1.31E+11,26.84,0,18.77,641.89,415.5,Healthcare
02-07-2025,VZ,43.47,43.92,44.5,42.9,12200274,1.71E+11,7.92,6.46,5.55,48.16,32.97,Communication Services
02-07-2025,WMT,68.87,67.21,69.56,66.46,10035307,5.26E+11,24.69,1.09,2.72,77.72,56.69,Consumer Staples
02-07-2025,XOM,117.32,117.69,119.23,116.24,14763780,4.61E+11,12.59,2.97,9.35,144.12,91.27,Energy
02-07-2025,ZTS,150.82,147.43,152.13,145.81,8346464,66834933333,22.19,0.71,6.64,170.56,129.31,Healthcare
03-07-2025,AAPL,222.89,218.45,225.99,216.62,60679141,3.41E+12,30.8,0.5,7.09,282.44,171.36,Technology
03-07-2025,ABBV,180.44,179.39,182.61,177.29,27437376,3.05E+11,14.07,3.25,12.75,211.85,120.23,Healthcare
03-07-2025,ABT,115.95,116.48,116.92,115.43,12206652,1.94E+11,24.16,1.97,4.82,154.28,106.68,Healthcare
03-07-2025,ADBE,594.71,587,599.58,582.79,9774430,2.54E+11,49.04,0,11.97,750.6,425.53,Technology
03-07-2025,ADP,248.19,248.3,249.2,247.31,2593331,1.02E+11,29.16,1.98,8.52,282.93,209.69,Financials
03-07-2025,AMD,163.32,161.29,165.73,159.13,13997146,2.44E+11,46.43,0,3.47,205.86,107.24,Technology
03-07-2025,AMGN,307.66,311.74,312.82,305.62,13987354,1.58E+11,15.85,3.28,19.67,413.32,271.06,Healthcare
03-07-2025,AMT,206.66,204.34,209.33,202.95,6698941,94694146341,30.61,2.47,6.68,244.28,158.56,Real Estate
03-07-2025,AMZN,174.48,175.85,176.26,173.95,66567941,1.81E+12,34.88,0,5.04,217.7,122.87,Consumer Discretionary
03-07-2025,AVGO,1705.85,1650.48,1719.5,1642.98,8853573,7.57E+11,34.18,1.69,48.29,1853.25,1510.03,Technology
03-07-2025,BAC,41.78,42.39,42.71,41.46,13513301,3.15E+11,14.23,1.97,2.98,47.75,33.42,Financials
03-07-2025,BKNG,3811.2,3759.89,3851.99,3739,5487699,1.35E+11,23.23,0,161.85,4217.58,2960.16,Consumer Discretionary
03-07-2025,BLK,891.13,869.72,900.68,867.22,2017480,1.34E+11,23.98,2.23,36.27,953.17,788.99,Financials
03-07-2025,BMY,57.8,57.03,58.39,56.23,6657405,1.09E+11,12.38,4.94,4.61,68.41,50.32,Healthcare
03-07-2025,BRK.B,429.63,425,433.15,419.52,15461969,8.79E+11,19.66,0,21.62,561.17,380.56,Financials
03-07-2025,C,64.13,65.01,65.91,63.37,9767628,1.25E+11,12.3,3.49,5.29,87.18,45.36,Financials
03-07-2025,CAT,374.23,372.23,377.82,371.41,3300513,1.94E+11,13.7,2.19,27.17,466.84,320.55,Industrials
03-07-2025,CB,239.24,237.71,240.5,235.42,10538788,92173265306,12.4,1.73,19.17,289.47,170.15,Financials
03-07-2025,COST,867.73,871.3,874.6,857.77,11506467,3.78E+11,44.01,0.5,19.8,1080.79,595.47,Consumer Staples
03-07-2025,CRM,277.48,277.32,279.46,273.95,24406981,2.62E+11,42.53,0,6.52,350.65,200.76,Technology
03-07-2025,CVX,167.11,167.07,168.11,165.59,13899140,2.98E+11,16.51,3.1,10.12,188.09,151.07,Energy
03-07-2025,DIS,111.57,109.97,111.83,109.29,4610791,1.90E+11,32.43,0,3.39,134.41,99.63,Communication Services
03-07-2025,DUK,113.21,112.88,114.04,112.11,7396983,84146909091,19.28,3.84,5.85,137.94,97,Utilities
03-07-2025,ELV,550.54,551.9,556.05,544.06,4598073,1.24E+11,17.56,1.09,31.43,699.96,435.01,Healthcare
03-07-2025,GE,176.89,173.4,177.67,171.17,5327843,1.83E+11,31.5,0.4,5.5,222.72,147.78,Industrials
03-07-2025,GILD,83.99,85.92,86.2,83.18,10198948,1.02E+11,15.61,3.54,5.5,95.05,65.76,Healthcare
03-07-2025,GOOGL,172.52,168.61,172.87,168.15,67964823,2.01E+12,23.66,0,7.13,192.32,144.21,Communication Services
03-07-2025,GS,456.01,458.5,460.08,455.03,8370851,1.54E+11,15.4,2.31,29.77,531.45,402.15,Financials
03-07-2025,HD,369.66,362.86,374.91,361.71,12655805,3.78E+11,29.03,2.19,12.5,413.96,306.64,Consumer Discretionary
03-07-2025,HON,205.11,202.17,207.73,200.45,9010898,1.36E+11,26.29,1.95,7.69,227.75,159.98,Industrials
03-07-2025,IBM,201.06,199.59,203.95,196.79,2527528,1.79E+11,24.18,3.16,8.25,245.65,170.41,Technology
03-07-2025,INTC,37.36,38.44,38.9,36.97,9982288,1.48E+11,16.28,1.47,2.36,42.56,26.25,Technology
03-07-2025,INTU,654.03,670.54,673.09,648.14,11028725,1.81E+11,68.1,0.55,9.85,876.13,561.87,Technology
03-07-2025,ISRG,443.15,439.81,446.21,437.56,8113530,1.48E+11,52.18,0,8.43,491.3,329.22,Healthcare
03-07-2025,JNJ,158.02,160.84,162.19,156.61,9044765,4.06E+11,13.63,2.77,11.8,190.06,138.49,Healthcare
03-07-2025,JPM,212.26,209.5,214.73,206.56,15371421,5.86E+11,14.93,2.47,14.03,243.15,149.07,Financials
03-07-2025,KO,63.06,64.38,65.15,62.29,34682299,2.81E+11,25.54,3.17,2.52,79.55,48.09,Consumer Staples
03-07-2025,LLY,963.61,943.19,975.06,929.22,32504767,8.44E+11,54.7,1.21,17.24,1261.54,717.48,Healthcare
03-07-2025,LMT,479.74,471.41,482.58,468.2,6078522,1.13E+11,18.7,2.36,25.21,554.46,404.12,Industrials
03-07-2025,LOW,242.07,244.47,247,241.33,7224329,1.55E+11,19.66,1.78,12.43,270.66,163.82,Consumer Discretionary
03-07-2025,MA,468.4,475.9,482.92,466.63,16959540,4.46E+11,34.55,0.51,13.77,553.57,419.21,Financials
03-07-2025,MDLZ,72.15,73.44,73.8,71.37,6670560,94281081081,21.87,2.05,3.36,84.91,53.14,Consumer Staples
03-07-2025,MDT,93.43,91.27,94.52,89.93,12068570,1.17E+11,13.7,3.31,6.66,105.56,65.06,Healthcare
03-07-2025,META,523.78,511.31,530.69,504.67,69778663,1.42E+12,20.25,0.44,25.25,581.64,373.03,Communication Services
03-07-2025,MMC,217.84,222.42,224.22,217.13,12604930,1.09E+11,24.88,1.8,8.94,292.1,165.06,Financials
03-07-2025,MRK,132.8,132.69,134.64,131.44,12306092,3.27E+11,16.49,2.49,8.05,161.62,102.13,Healthcare
03-07-2025,MS,98.55,98.25,99.78,98.04,9804356,1.62E+11,13.55,3.4,7.25,113.55,81.04,Financials
03-07-2025,MSFT,427.18,419.22,433.5,416.9,50277769,2.99E+12,35.94,0.7,11.66,500.55,367.58,Technology
03-07-2025,NEE,79.16,79.9,80.86,78.49,9292730,1.65E+11,22.64,2.95,3.53,106.96,57.13,Utilities
03-07-2025,NFLX,687.47,677.53,695.22,675.3,22838222,2.81E+11,42.52,0,15.93,859.31,524.73,Communication Services
03-07-2025,NKE,91.49,89.54,92.6,88.57,2229171,1.34E+11,25.33,1.03,3.53,115.61,62.24,Consumer Discretionary
03-07-2025,NOW,854.21,846.83,857.78,839.31,3079594,1.74E+11,87.59,0,9.67,1114.19,684.3,Technology
03-07-2025,NVDA,488.79,491.3,494.48,483.78,49403334,2.75E+12,49.19,0,9.99,644.53,424.13,Technology
03-07-2025,ORCL,147.63,143.11,149.33,141.92,34977896,4.08E+11,24.52,1.15,5.84,167.5,120.62,Technology
03-07-2025,PEP,180.86,180.65,182.29,179.69,28298199,2.36E+11,25.54,2.54,7.07,224.87,152.99,Consumer Staples
03-07-2025,PFE,30.03,29.41,30.48,29.09,13732425,1.57E+11,11.44,5.94,2.57,34.81,23.08,Healthcare
03-07-2025,PG,177.68,179.46,181.45,176.54,26045419,4.06E+11,28.74,2.16,6.24,204.01,162.26,Consumer Staples
03-07-2025,PLD,129.69,131.52,132.91,127.94,13189041,1.26E+11,39.38,2.97,3.34,142.44,118.05,Real Estate
03-07-2025,PM,110.66,108.45,111.21,107.44,6063190,1.63E+11,18.69,4.55,5.8,121.77,98.72,Consumer Staples
03-07-2025,PYPL,69.67,70.85,71.19,69.4,7582757,75910714286,15.69,0,4.52,90.44,55.69,Financials
03-07-2025,QCOM,216.03,218.39,221.06,214.16,11873723,2.29E+11,16.65,1.78,13.12,238.89,178.63,Technology
03-07-2025,REGN,1120.26,1098.96,1133.1,1087.21,7349848,1.15E+11,19.96,0,55.06,1446.02,984.75,Healthcare
03-07-2025,RTX,113.27,113.84,114.27,111.72,12831626,1.50E+11,17.92,2.26,6.35,150.37,78.95,Industrials
03-07-2025,SCHW,76.26,75.2,77.22,74.45,10020428,1.27E+11,20.63,1.26,3.65,97.36,54.52,Financials
03-07-2025,SO,85.43,86.37,86.84,84.4,14144493,89418352941,19.22,3.2,4.49,99.05,56.64,Utilities
03-07-2025,SPGI,447.87,442.15,454.2,439.26,13251678,1.39E+11,33.06,0.88,13.37,592.98,394.54,Financials
03-07-2025,SYK,377.41,374.49,379.22,370.44,3120845,1.37E+11,29.37,0.82,12.75,446.9,317.15,Healthcare
03-07-2025,T,19.36,19.06,19.41,18.9,3689398,1.23E+11,7.49,7.48,2.54,23.94,16.83,Communication Services
03-07-2025,TJX,119.58,117.32,120.51,116.98,14067812,1.32E+11,24.21,1.15,4.85,142.09,95.37,Consumer Discretionary
03-07-2025,TMO,580.17,590.9,593.43,576.91,12352284,2.24E+11,28.2,0.3,20.95,650.46,421.05,Healthcare
03-07-2025,TSLA,253.16,254.14,254.94,249.73,17745235,8.31E+11,55.22,0,4.6,318.46,196.24,Consumer Discretionary
03-07-2025,TXN,204.11,197.57,206.04,195.21,10431138,1.78E+11,22.11,2.37,8.94,222.73,142.38,Technology
03-07-2025,UBER,76.99,77.02,77.94,76.21,11331011,1.49E+11,24.5,0,3.14,91,52.82,Technology
03-07-2025,UNH,606.95,612.62,616.39,599.29,31175437,5.62E+11,20.41,1.18,30.02,789.27,401.38,Healthcare
03-07-2025,UNP,253.95,257.83,258.77,250.53,2905205,1.57E+11,21.78,2.12,11.84,313.14,182.11,Industrials
03-07-2025,UPS,154.13,152.07,156.38,149.92,5569899,1.23E+11,14.74,3.28,10.32,182.49,111.78,Industrials
03-07-2025,V,293.74,289.04,294.67,287.46,21317561,5.78E+11,33.73,0.68,8.57,381.57,206.65,Financials
03-07-2025,VRTX,476.16,475.78,477.95,473.53,5000446,1.24E+11,26.21,0,18.15,515.83,393.8,Healthcare
03-07-2025,VZ,47.09,47.62,47.85,46.4,6030689,1.85E+11,10.18,6.13,4.68,51.9,31.31,Communication Services
03-07-2025,WMT,68.49,69.8,70.2,67.63,30838023,5.47E+11,30.93,1.25,2.26,93.91,49.72,Consumer Staples
03-07-2025,XOM,119.29,120.1,121.62,117.72,13891375,4.71E+11,13.48,2.99,8.91,148.47,79.88,Energy
03-07-2025,ZTS,145.21,142.76,146.55,141.25,5226375,64717866667,27.59,0.68,5.17,154.89,125.86,Healthcare
04-07-2025,AAPL,210.7,208.19,213.58,205.31,86591918,3.25E+12,32.17,0.5,6.47,251.31,135.68,Technology
04-07-2025,ABBV,188.29,192.41,194.59,185.52,14884800,3.27E+11,17.93,3.2,10.73,258.44,151.25,Healthcare
04-07-2025,ABT,119.4,118.3,119.92,117.32,19694502,1.97E+11,22.47,1.73,5.26,133.02,95.27,Healthcare
04-07-2025,ADBE,606.48,589.15,609.05,586.26,14087504,2.55E+11,50.79,0,11.6,666.07,534.06,Technology
04-07-2025,ADP,250.33,246.66,252.09,245.58,12529795,1.02E+11,31.23,2.29,7.9,280.74,204.67,Financials
04-07-2025,AMD,166.59,171.45,173.22,165.43,26406320,2.60E+11,36.02,0,4.76,219.19,112.61,Technology
04-07-2025,AMGN,307.18,302.09,309.17,298.79,5990980,1.54E+11,13.17,2.9,22.94,378.55,196.92,Healthcare
04-07-2025,AMT,205.59,206.01,207.96,203.34,4963950,95468048780,24.21,2.49,8.51,270.11,162.48,Real Estate
04-07-2025,AMZN,176.11,174.76,177.74,173.31,59517889,1.80E+12,37.53,0,4.66,230.65,120.88,Consumer Discretionary
04-07-2025,AVGO,1692.4,1707.41,1721.05,1680.49,26061264,7.83E+11,28.6,1.68,59.7,1982.08,1330.88,Technology
04-07-2025,BAC,41.29,40.88,41.39,40.33,30130432,3.04E+11,16.86,1.98,2.42,44.25,32.13,Financials
04-07-2025,BKNG,3787.21,3839.29,3896.47,3734.22,2338996,1.38E+11,22.1,0,173.72,4412.64,3263.01,Consumer Discretionary
